id,RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,BeatsPerMinute
35,0.562420791,-12.71203695,0.149626512,0.372350469,1.07e-06,0.342755304,0.763396005,232342.9227,0.061,134.50628
36,0.534780054,-1.357,0.095760362,5.36e-06,1.07e-06,0.046557992,0.978,271748.3444,0.879866667,105.21575
37,0.743776407,-10.76677347,0.0235,0.677070881,0.241837758,0.246718584,0.649957978,186946.6443,0.029866667,143.77942
38,0.551481072,-1.357,0.064476726,0.710849228,0.435833785,0.156541659,0.756541451,63973.0,0.274733333,137.74948
39,0.933157542,-4.490101052,0.070177696,0.43093975,1.07e-06,0.171744397,0.026575133,274972.5148,0.527866667,131.35937
40,0.646436112,-10.83795435,0.156746544,0.479956189,0.30278866,0.098391752,0.717161496,253781.6671,0.090866667,131.60905
41,0.790863377,-6.947898842,0.085746889,5.36e-06,0.073800991,0.0243,0.624580175,186903.2498,0.376533333,105.74492
42,0.769064549,-9.072095177,0.101053129,0.488949049,0.243338774,0.145501234,0.944180696,231582.1375,0.0654,119.62015
43,0.704423202,-4.977134975,0.078785057,0.014437331,0.058145782,0.151606149,0.785525263,266760.7374,0.734266667,87.49651
44,0.567094582,-6.962668888,0.079357652,5.36e-06,0.193568262,0.280033883,0.0256,280678.769,0.823,127.97991
45,0.406438112,-3.889320595,0.051313353,5.36e-06,0.420344225,0.078939069,0.738671152,254942.2677,0.442466667,135.13675
46,0.844295582,-7.026628721,0.0235,5.36e-06,0.476629902,0.109922654,0.452557642,281837.4814,0.957066667,120.00314
47,0.603866547,-9.858479299,0.0235,0.677540524,0.257095076,0.142900906,0.845978013,178089.3502,0.086333333,101.33914
48,0.624269567,-3.526535973,0.049297471,0.412344443,1.07e-06,0.238517354,0.848780043,236444.0827,0.446933333,91.87798
49,0.506821679,-11.48587334,0.121665229,5.36e-06,0.390725354,0.0243,0.508830983,270344.6238,0.953066667,77.81766
50,0.705611464,-2.888399807,0.069710164,0.120832386,0.117071347,0.088949039,0.561238236,283368.4369,0.389466667,110.98075
51,0.583089553,-8.908818492,0.0235,5.36e-06,1.07e-06,0.127614229,0.388931956,176884.0258,0.791933333,136.70811
52,0.429059426,-6.492832402,0.116004365,5.36e-06,0.266946574,0.265885364,0.270511269,208433.6396,0.712866667,75.72824
53,0.547172892,-3.576567607,0.193505254,0.306744407,0.141405874,0.125022961,0.782200518,268515.7176,0.747866667,66.70075
54,0.363864384,-5.339937209,0.149905322,0.23986691,1.07e-06,0.0243,0.462068753,282599.0191,0.904333333,147.69539
55,0.858341598,-1.357,0.0235,0.452420778,1.07e-06,0.336697668,0.0256,224372.1514,0.803066667,91.04349
56,0.371055962,-7.854302676,0.0235,0.231115779,0.089818471,0.394098992,0.677099077,292877.2758,0.580466667,127.041
57,0.784913424,-13.57347919,0.066149383,0.314935857,1.07e-06,0.132254978,0.527156668,208214.5187,0.3246,93.46424
58,0.715574424,-1.357,0.115443553,0.351517778,1.07e-06,0.203536369,0.369975344,156636.4377,0.381666667,95.74747
59,0.781575794,-2.906803946,0.0235,0.292405813,1.07e-06,0.160838336,0.613836169,163956.2468,0.2966,99.88304
60,0.313847452,-4.997000114,0.08380052,5.36e-06,1.07e-06,0.262834062,0.564221129,283469.2311,0.773466667,84.59327
61,0.687537447,-2.670855296,0.109899417,0.179536986,1.07e-06,0.0243,0.55595971,226617.3119,0.7278,115.70161
62,0.683062802,-9.355722415,0.122933667,0.004907782,0.051865505,0.084046141,0.259750775,162768.4642,0.498466667,105.16036
63,0.646567947,-16.19770941,0.103494656,0.525714442,0.30707518,0.06717277,0.692458879,228707.3325,0.011266667,110.31496
64,0.605742142,-17.44765788,0.122720808,0.061115905,0.396887334,0.277787449,0.648765449,220421.6537,0.773333333,118.74766
65,0.58335718,-6.285429556,0.087201936,0.584895462,1.07e-06,0.15448893,0.59309879,233005.831,0.352666667,130.4632
66,0.542155966,-3.804412987,0.0235,0.456645341,0.090585479,0.163527086,0.276520574,249854.7236,0.854333333,135.44048
67,0.975,-16.9824995,0.092043153,0.482670884,1.07e-06,0.143840478,0.374561778,347070.8147,0.373733333,168.44082
68,0.491215951,-2.804655778,0.077377897,0.040423827,0.166044674,0.288564887,0.592700557,134093.6649,0.352466667,132.79311
69,0.611443883,-11.88290138,0.108610884,0.314517684,0.129856169,0.246969141,0.633640092,161748.1084,0.052466667,98.22552
70,0.431823503,-11.84960314,0.0235,0.441916603,0.012034283,0.348918342,0.592235583,238946.8685,0.278866667,93.14822
71,0.608910445,-6.533843753,0.120327068,0.065064132,0.352228294,0.0243,0.452923949,326878.5535,0.696466667,126.13143
72,0.564742423,-7.592109945,0.086391095,5.36e-06,0.352816771,0.0243,0.474411827,269915.2385,0.769666667,101.08129
73,0.766941793,-1.357,0.0235,0.338326565,1.07e-06,0.222327716,0.453986189,315680.4643,0.2522,147.83128
74,0.636106818,-9.928222919,0.034599198,0.087775807,1.07e-06,0.297083182,0.978,321419.2341,0.2868,134.96554
75,0.716806575,-3.556838681,0.0235,0.567176721,0.186544448,0.149820261,0.324547446,266966.4172,0.822,131.21882
76,0.774470863,-8.636135569,0.034728954,0.194870502,1.07e-06,0.281709094,0.477517881,247860.7563,0.551266667,122.93259
77,0.469539692,-1.357,0.0235,5.36e-06,1.07e-06,0.369922685,0.233592141,291613.6245,0.619466667,115.98935
78,0.734147038,-19.90351258,0.0235,5.36e-06,1.07e-06,0.397983253,0.249959773,183656.5714,0.382066667,115.10074
79,0.404514062,-3.673722197,0.0235,0.184411706,0.304088778,0.497028142,0.566057342,230463.9238,0.7058,164.3297
80,0.642023521,-5.918184009,0.0235,5.36e-06,0.30557049,0.068598824,0.641603308,256092.3463,0.453666667,115.91169
81,0.698729496,-7.837124524,0.0235,0.232946142,1.07e-06,0.078671473,0.763989279,304481.8561,0.591333333,104.94462
82,0.907212976,-4.611140983,0.0235,5.36e-06,1.07e-06,0.176915018,0.774586271,313971.947,0.2138,115.78353
83,0.567350963,-8.362969555,0.108909635,0.140981352,0.372280556,0.211716031,0.764890554,243055.5159,0.4134,130.06156
84,0.313213853,-1.357,0.0235,0.504922057,0.243731299,0.1049899,0.749477953,232497.3991,0.812666667,68.48346
85,0.621726938,-13.24995387,0.0235,0.569668773,0.014024542,0.367938941,0.722552824,165075.9365,0.0498,115.82263
86,0.551408625,-6.454833379,0.037013385,0.374496707,0.026025281,0.165906164,0.624662993,265060.2998,0.338866667,97.93957
87,0.334540312,-1.357,0.0235,0.349030576,0.038967388,0.307926538,0.269935174,172472.8011,0.747866667,115.4009
88,0.739930312,-14.06379124,0.091914964,0.339910114,1.07e-06,0.0243,0.271277358,183625.8977,0.359533333,124.05621
89,0.717473249,-18.44505957,0.094021034,0.502004278,0.121871108,0.274479746,0.730168529,154514.7128,0.001266667,101.69606
90,0.715871209,-15.57403043,0.074526499,0.354731573,0.029842122,0.251039004,0.928894513,204490.5166,0.009333333,151.38485
91,0.402493308,-8.646413505,0.0235,5.36e-06,1.07e-06,0.404524884,0.281230376,267908.3125,0.871666667,108.26822
92,0.846646435,-14.48181717,0.028151943,0.168972575,0.357030305,0.149850592,0.554912602,306471.8249,0.582866667,122.35146
93,0.77954577,-12.81404806,0.078813342,0.569095553,0.337863809,0.166960282,0.591083449,242844.0648,0.008466667,128.51266
94,0.512323472,-1.357,0.0235,0.448085452,0.103533894,0.044183503,0.637662558,175964.1356,0.719133333,124.76062
95,0.390174377,-3.694313512,0.0235,0.010463048,0.219027407,0.247900473,0.59259729,211099.6902,0.527466667,67.79192
96,0.647623503,-11.99336724,0.027394989,0.286617195,0.069645665,0.056489559,0.592649007,261570.4239,0.434866667,80.90711
97,0.542270635,-13.82627077,0.0235,0.103401584,0.054452255,0.296256666,0.478896482,372119.5887,0.663466667,88.96294
98,0.71799652,-5.574017488,0.105428668,0.165532823,0.36270732,0.047662931,0.867173479,234577.163,0.610866667,144.08433
99,0.537593837,-5.48680082,0.053467205,5.36e-06,1.07e-06,0.227375306,0.0256,224535.539,0.8712,150.2063
100,0.781889371,-8.234519166,0.044797811,5.36e-06,1.07e-06,0.0243,0.592980703,284983.2345,0.523866667,132.60635
101,0.741870964,-1.357,0.078179001,5.36e-06,0.054180392,0.141524412,0.791427692,211545.9348,0.6824,129.65646
102,0.420812398,-7.964268832,0.093677751,0.265095358,0.142799643,0.0243,0.312768421,265830.4698,0.9268,104.00858
103,0.671363133,-12.1250506,0.0235,0.381436019,0.015855073,0.411835285,0.665577993,329965.1282,0.037266667,129.73709
104,0.37108652,-8.389962772,0.127103975,0.057725297,0.117514882,0.120135015,0.574035981,328621.8199,0.907733333,80.16462
105,0.539058471,-18.73518894,0.0235,0.639183898,0.05802706,0.184796553,0.546955479,179845.2463,0.249466667,87.06295
106,0.640060933,-17.35563433,0.182577274,0.873275975,1.07e-06,0.335841387,0.690577662,172413.3902,0.057533333,120.89429
107,0.579639407,-5.051951057,0.0235,0.142435343,0.384931571,0.153036176,0.609775435,161342.9509,0.3138,107.85067
108,0.814254237,-5.873243569,0.0235,5.36e-06,0.174551652,0.192280731,0.696812025,237551.9255,0.719666667,98.90529
109,0.506590203,-8.673782887,0.105870465,5.36e-06,1.07e-06,0.0243,0.53041996,220105.4577,0.976133333,100.96655
110,0.572215791,-4.904527588,0.036433271,5.36e-06,1.07e-06,0.203860715,0.467040098,313973.6619,0.822866667,152.83214
111,0.930527969,-13.66683272,0.090538746,5.36e-06,1.07e-06,0.05007906,0.757795289,363315.159,0.642666667,133.12429
112,0.513940442,-10.98000371,0.0235,0.431442593,0.108856316,0.098977843,0.690926442,302629.9456,0.1488,89.27775
113,0.567111826,-15.60441476,0.064040893,0.228439387,1.07e-06,0.125524696,0.476938744,227852.3194,0.593666667,90.59862
114,0.824041079,-14.3666633,0.0235,0.310968524,1.07e-06,0.340095534,0.472347359,311780.7765,0.3962,177.79464
115,0.592712611,-4.276883133,0.098914896,0.126665124,1.07e-06,0.335786291,0.462078365,182677.4642,0.1648,124.26793
116,0.751612138,-10.06136794,0.096498207,0.484634187,0.270569476,0.0243,0.827318466,232762.5237,0.035466667,83.86317
117,0.74428741,-5.035964359,0.091630627,0.474775165,1.07e-06,0.312519563,0.816079634,246968.8558,0.2314,124.48939
118,0.490537468,-13.35103445,0.077524838,5.36e-06,0.343640783,0.0243,0.78014955,245499.2213,0.863466667,152.33845
119,0.896955559,-7.410938989,0.075702988,0.928789911,0.373564233,0.311714443,0.67704073,290645.1654,0.0304,93.82487
120,0.408057398,-6.649879992,0.0235,0.365511544,0.041509868,0.337090074,0.44403069,216828.3121,0.566133333,139.97895
121,0.611695307,-5.860464464,0.0235,0.094139459,0.166888925,0.183521032,0.373477484,296867.7228,0.449533333,158.02336
122,0.807767778,-12.23182597,0.093346149,0.508625672,1.07e-06,0.226436176,0.496717779,230830.9396,0.1706,115.62799
123,0.702598468,-10.03724828,0.158711324,0.05536213,0.189680348,0.231798781,0.668827003,251662.7077,0.5744,102.17772
124,0.719226002,-1.357,0.034587036,5.36e-06,0.081139737,0.298467658,0.788160095,251681.6147,0.393133333,99.1587
125,0.361809836,-2.588623553,0.109349749,0.411869097,0.335557414,0.153730232,0.978,262565.715,0.319866667,141.81736
126,0.456447297,-1.357,0.0235,0.095524988,0.042225852,0.259816892,0.788258991,297770.0496,0.497866667,94.535
127,0.584095275,-9.614538189,0.115415506,0.390562475,0.143717451,0.222647758,0.978,240789.4785,0.2618,161.0099
128,0.637453317,-6.520015877,0.035477053,0.337869241,1.07e-06,0.158047342,0.661223887,320041.8584,0.827666667,159.34262
129,0.975,-1.357,0.036143315,0.567288964,1.07e-06,0.308501814,0.365541535,217626.9753,0.7154,111.62239
130,0.676557964,-1.357,0.0235,0.304587882,1.07e-06,0.288432198,0.352526702,184424.4569,0.673733333,131.32366
131,0.626426695,-1.357,0.053883236,0.619374389,0.135988732,0.107822416,0.978,261746.9039,0.636866667,158.33455
132,0.788829576,-10.99679712,0.154810963,0.272824642,0.102584686,0.161945716,0.790716082,300152.7943,0.017466667,123.01437
133,0.752682209,-21.8056119,0.0235,0.031037476,0.172937401,0.156887351,0.466073433,245876.2697,0.945133333,120.8383
134,0.476022834,-1.357,0.0235,5.36e-06,0.459577969,0.148856317,0.678811544,220977.5965,0.7978,121.9985
135,0.662766654,-13.23794771,0.079244008,0.44251355,1.07e-06,0.234535916,0.817458033,326959.6998,0.0934,118.66376
136,0.71764329,-11.07094958,0.062790024,0.419329418,0.015023301,0.0243,0.664682339,232013.7333,0.784866667,149.23384
137,0.711566927,-10.7175898,0.0235,0.002944886,0.038004543,0.069457955,0.447547755,230852.3976,0.634,112.1416
138,0.698629404,-9.571408115,0.0235,0.036975759,1.07e-06,0.079074182,0.373983103,282529.7874,0.7558,135.76939
139,0.38457296,-8.373077044,0.0235,0.245911696,1.07e-06,0.2688425,0.523312279,222655.2012,0.338733333,90.71201
140,0.3827208,-8.008817229,0.090852919,0.383912468,0.058195746,0.182315339,0.978,337801.5948,0.0826,106.41767
141,0.474746269,-5.423957438,0.117970109,5.36e-06,1.07e-06,0.0243,0.646429897,182331.2874,0.988,130.71199
142,0.823256734,-7.135519144,0.0235,0.284948648,0.539492469,0.334525116,0.274717584,171596.8571,0.701866667,131.43572
143,0.743915613,-14.42594785,0.115599849,5.36e-06,0.086520774,0.081796361,0.814776508,260748.1756,0.382666667,102.26228
144,0.555726864,-1.357,0.134827979,0.506962474,1.07e-06,0.081118478,0.539254467,229080.0137,0.744666667,108.20118
145,0.637750828,-10.94864925,0.133798519,0.077506826,0.106977743,0.0243,0.769183798,273432.253,0.514866667,100.88845
146,0.369537287,-10.88388242,0.0235,0.267788619,0.273543551,0.183544093,0.618623832,206923.9398,0.2378,112.24826
147,0.636656197,-8.846292122,0.0235,0.825965662,1.07e-06,0.334078694,0.844379561,182317.9097,0.252466667,103.66805
148,0.596800598,-12.69110563,0.082065446,0.131940829,1.07e-06,0.0243,0.365766974,275202.7488,0.7532,106.18615
149,0.504752909,-10.27398031,0.083957454,0.004503487,1.07e-06,0.272765174,0.493311016,216849.2155,0.7044,101.96606
150,0.558537735,-10.67071083,0.0235,0.267327054,0.134916896,0.277033891,0.48144987,162664.0706,0.1722,140.42768
151,0.671889453,-1.357,0.111339097,0.452409441,0.053420449,0.194749238,0.874649483,287596.3269,0.3138,146.7935
152,0.749108116,-9.926220742,0.034915373,0.202822665,1.07e-06,0.151804265,0.450067872,202932.7313,0.5474,116.2653
153,0.464468778,-8.947991374,0.17691906,0.059949805,1.07e-06,0.0243,0.465910598,351946.3335,0.893666667,132.58125
154,0.693817368,-6.693034632,0.117780232,0.187862579,1.07e-06,0.20985812,0.483897583,264359.0766,0.5092,137.45418
155,0.795924502,-14.05878681,0.085800382,0.326876285,0.084194561,0.272779643,0.709838473,272543.6996,0.083066667,135.799
156,0.534491186,-4.501629746,0.058659867,0.415959616,1.07e-06,0.127515618,0.741930712,237626.1213,0.2624,106.73842
157,0.713945844,-1.357,0.046818894,0.095587305,1.07e-06,0.156923879,0.573064941,250735.5589,0.564866667,118.98254
158,0.929763396,-8.973260994,0.052995262,0.451685495,0.128628021,0.176768994,0.958666867,217752.2145,0.226066667,165.33995
159,0.384836421,-1.357,0.172320238,0.179845897,1.07e-06,0.096889206,0.365577995,176468.9074,0.511866667,110.30447
160,0.570905164,-11.16482433,0.183975364,0.008210747,1.07e-06,0.051789724,0.848381215,182971.5173,0.3834,143.79656
161,0.763736209,-15.10337781,0.029896905,0.373621818,1.07e-06,0.286496407,0.35904818,261300.3092,0.4524,129.26424
162,0.653047893,-8.912646791,0.0235,5.36e-06,1.07e-06,0.111217805,0.394716982,264845.3152,0.4248,116.70606
163,0.648569881,-11.36192915,0.0235,0.083986148,0.087387857,0.144047005,0.0256,159750.0299,0.598466667,108.96537
164,0.490614984,-15.93775123,0.140884603,0.634600381,1.07e-06,0.305596264,0.978,176895.9113,0.011666667,83.0994
165,0.648544385,-5.735653704,0.069580462,0.2139288,0.089769145,0.0243,0.669118975,282286.7619,0.4354,152.78583
166,0.827894318,-8.986147727,0.108528638,0.566306076,0.010601999,0.292454254,0.978,252363.2458,0.361733333,146.51143
167,0.580915384,-6.233560262,0.109833603,5.36e-06,0.132712078,0.0243,0.381085255,338931.7825,0.552933333,101.69606
168,0.683467254,-1.357,0.0235,0.617312168,0.153905867,0.185795343,0.464585479,337876.6524,0.310866667,121.62866
169,0.556533156,-7.993760691,0.05803523,0.256067107,0.105023272,0.0243,0.773922181,63973.0,0.738666667,109.93504
170,0.715396906,-7.496083204,0.054870261,0.336957673,1.07e-06,0.143987338,0.0256,146486.9012,0.6608,140.97384
171,0.379510075,-7.985902263,0.07281001,0.251779024,1.07e-06,0.221568757,0.0256,265548.989,0.819333333,118.8645
172,0.571507415,-12.86852633,0.0235,5.36e-06,1.07e-06,0.263717779,0.837603852,250989.6533,0.6208,120.98084
173,0.542252081,-10.39854924,0.0235,0.461453262,0.183880704,0.495863121,0.387850209,315822.6977,0.133666667,83.75607
174,0.45221149,-7.722508238,0.0235,0.151569843,0.0449335,0.18482034,0.569123082,251529.6882,0.908333333,116.14603
175,0.71178118,-10.99484585,0.0235,0.509720238,1.07e-06,0.257941629,0.829798969,179816.9654,0.066133333,113.91585
176,0.666047175,-8.673868893,0.072999698,0.346918063,1.07e-06,0.410091789,0.496716984,332486.4171,0.356733333,132.52052
177,0.483799625,-11.17671473,0.063400981,5.36e-06,0.296565685,0.0243,0.508638342,210836.9779,0.965,85.06602
178,0.644885653,-6.873905635,0.0235,5.36e-06,0.053539603,0.120866287,0.448810353,220190.7872,0.734,96.31851
179,0.708301874,-7.07321105,0.0235,0.27111685,0.394315547,0.031158761,0.248424831,176430.6377,0.405866667,120.5713
180,0.722147265,-16.13229585,0.085798734,0.086525818,0.336350341,0.172566538,0.726175298,341561.3308,0.6612,142.21802
181,0.615613493,-9.814299721,0.081214288,0.496950291,0.012533707,0.0243,0.957862056,287897.9543,0.096133333,102.31656
182,0.619069197,-4.927592958,0.0235,0.093159207,0.189033863,0.231775754,0.33777432,293841.0599,0.349733333,144.00331
183,0.591386342,-3.89442793,0.036464671,5.36e-06,0.039572221,0.041958182,0.572436355,250537.3285,0.7712,97.03803
184,0.59061087,-8.049606987,0.039207832,0.596478014,1.07e-06,0.216094528,0.482328787,172376.2638,0.242066667,128.05263
185,0.588321105,-9.083794502,0.0235,0.539268921,0.193318927,0.244820324,0.261778702,180197.7391,0.317066667,115.2308
186,0.697511626,-10.91267825,0.155512576,0.154098513,0.008655605,0.0243,0.391135273,262962.7166,0.5404,150.27188
187,0.643277774,-14.12763466,0.065064654,0.683191213,1.07e-06,0.456819271,0.555592976,271750.5363,0.047866667,128.71426
188,0.561999964,-1.357,0.0235,5.36e-06,1.07e-06,0.03127614,0.295578229,232698.874,0.388866667,94.78044
189,0.45678186,-1.357,0.072851297,0.034652669,1.07e-06,0.074628642,0.474793195,336940.2865,0.994733333,115.42698
190,0.791629302,-8.849383834,0.053875995,0.534798042,0.202912174,0.232995614,0.859558624,174434.0454,0.271666667,142.23839
191,0.636390028,-9.609350714,0.077497687,0.285735845,1.07e-06,0.098326093,0.37121572,242529.2385,0.2594,113.2861
192,0.679624445,-3.470177226,0.09791741,0.281309767,0.024817529,0.058572533,0.539507587,121667.0395,0.7124,93.89733
193,0.402639659,-6.074551434,0.046160764,0.092736782,1.07e-06,0.501845653,0.738585713,141851.1384,0.891466667,125.49059
194,0.657941928,-5.552312891,0.080934685,5.36e-06,0.10672407,0.321424817,0.563637409,283388.9671,0.839266667,120.17003
195,0.803345488,-5.402706529,0.0235,5.36e-06,0.143665853,0.077663287,0.671991094,301826.975,0.872266667,148.42323
196,0.588093244,-6.771083128,0.024302525,0.122810039,0.063637078,0.144888447,0.541758141,206038.4911,0.437866667,152.54214
197,0.678943478,-11.81429262,0.0235,0.837639573,0.077058316,0.132675982,0.342497649,265852.9077,0.005866667,73.374
198,0.640044967,-10.06661838,0.0235,0.257500929,0.00296737,0.381724253,0.591270083,213778.5415,0.0738,71.9087
199,0.467589142,-3.482390252,0.06807939,0.628818123,0.25239722,0.0243,0.466947684,226992.6543,0.492666667,156.80352
200,0.605839572,-9.879631845,0.171525206,0.170956674,0.331565245,0.058616096,0.647733786,241684.9355,0.337466667,90.21369
201,0.497044699,-9.93730862,0.082731343,5.36e-06,0.148564653,0.449936985,0.249743995,225481.6939,0.794133333,147.79219
202,0.788343528,-9.798641752,0.056409571,0.313850656,0.053475369,0.256640542,0.656695625,258778.7344,0.024866667,81.17932
203,0.555831181,-1.357,0.078369798,5.36e-06,0.102667406,0.367788272,0.978,161852.3229,0.1796,137.15586
204,0.395655676,-7.191586278,0.0235,0.550170116,1.07e-06,0.267790607,0.566641295,236546.5371,0.744266667,139.68996
205,0.697628173,-6.054547006,0.069601825,0.079844759,0.037690433,0.0243,0.761768333,173021.4175,0.7074,117.48894
206,0.629910984,-5.817195899,0.135518057,0.486712978,0.073933234,0.190980795,0.793526782,283854.0258,0.0954,138.12536
207,0.520730297,-3.984154606,0.0235,5.36e-06,0.290933234,0.37508532,0.0256,143482.0702,0.781466667,117.63039
208,0.438614042,-3.848347571,0.039336415,0.1718078786,0.153616669,0.056936397,0.839756656,220041.0863,0.898133333,70.43691
209,0.579660449,-9.091333785,0.115624585,0.494985273,0.086590235,0.066829827,0.856381041,227949.4976,0.459466667,135.06305
210,0.735063255,-14.67720269,0.129886382,0.995,1.07e-06,0.0243,0.584617941,202852.9424,0.396733333,85.23124
211,0.367534541,-11.62417689,0.107726027,0.164492133,0.005987669,0.370024732,0.715455426,170886.9443,0.2698,117.0701
212,0.643548302,-12.47800351,0.130756478,5.36e-06,0.130814766,0.296577662,0.0256,171610.9868,0.793266667,51.67999
213,0.715705118,-6.387620502,0.190101911,5.36e-06,0.163986278,0.049391437,0.389618479,371821.156,0.682533333,169.44196
214,0.622133631,-2.051673077,0.0235,0.484744443,0.086563505,0.402559367,0.604479348,281773.3527,0.4888,90.39257
215,0.690908118,-7.782587162,0.0235,5.36e-06,0.377539573,0.211516805,0.523924781,331702.892,0.362133333,128.65384
216,0.77656363,-1.357,0.16074015,0.228907477,0.282661712,0.307901843,0.978,124972.4447,0.691666667,91.15658
217,0.834765477,-16.32584427,0.037595149,0.487534405,0.003862017,0.091449855,0.557725918,220182.6949,0.274466667,126.01143
218,0.720113359,-9.548628189,0.0235,0.515928953,1.07e-06,0.082968193,0.483929503,218814.2373,0.125466667,114.36767
219,0.739052124,-8.125824361,0.137772097,5.36e-06,1.07e-06,0.0243,0.482613949,162687.7231,0.856666667,93.71166
220,0.588475499,-14.87254567,0.100534671,0.25985963,0.191465694,0.0243,0.390060845,227422.7992,0.6184,108.61988
221,0.69462738,-4.838402349,0.029261942,0.157828663,0.244958181,0.142959461,0.0256,210876.0905,0.653866667,166.95105
222,0.640044967,-14.6378141,0.060026323,0.254835087,0.01268682,0.051435447,0.374416738,238742.2087,0.892666667,88.11572
223,0.564011148,-1.357,0.170519532,0.208627897,0.056870591,0.0243,0.270821408,280601.0857,0.6298,132.63475
224,0.558375244,-7.23963459,0.129843744,5.36e-06,0.304946807,0.190622688,0.757795289,270855.7103,0.455533333,111.22298
225,0.844363764,-13.42797664,0.1377688,5.36e-06,0.273401997,0.0243,0.512323316,256078.3742,0.476733333,86.2063
